"46/nm0000046_rm3944984576_1913-11-5_1961.jpg ",0.0
"40/nm0000040_rm1111931136_1928-7-26_1999.jpg ",1.0
"46/nm0000046_rm958967808_1913-11-5_1961.jpg  ",0.0
"40/nm0000040_rm2757151744_1928-7-26_1987.jpg ",1.0
"46/nm0000046_rm975745024_1913-11-5_1961.jpg  ",0.0
"40/nm0000040_rm2878191872_1928-7-26_1971.jpg ",1.0
"47/nm0000047_rm1015533312_1934-9-20_2014.jpg ",0.0
"40/nm0000040_rm2894969088_1928-7-26_1971.jpg ",1.0
"47/nm0000047_rm1106296320_1934-9-20_1970.jpg ",0.0
"40/nm0000040_rm3260468224_1928-7-26_1999.jpg ",1.0
"47/nm0000047_rm1199689216_1934-9-20_1976.jpg ",0.0
"40/nm0000040_rm502447360_1928-7-26_1971.jpg  ",1.0
"47/nm0000047_rm1306102528_1934-9-20_2009.jpg ",0.0
"44/nm0000044_rm1166134784_1913-11-2_1976.jpg ",1.0
"47/nm0000047_rm1346358784_1934-9-20_2014.jpg ",0.0
"44/nm0000044_rm1668004352_1913-11-2_1977.jpg ",1.0
"47/nm0000047_rm1363136000_1934-9-20_2014.jpg ",0.0
"44/nm0000044_rm1707640064_1913-11-2_1966.jpg ",1.0
"47/nm0000047_rm1405262592_1934-9-20_2002.jpg ",0.0
"44/nm0000044_rm1835776512_1913-11-2_1977.jpg ",1.0
"47/nm0000047_rm1440974592_1934-9-20_1995.jpg ",0.0
"44/nm0000044_rm1899286272_1913-11-2_1974.jpg ",1.0
"47/nm0000047_rm1474529024_1934-9-20_1995.jpg ",0.0
"44/nm0000044_rm2009844736_1913-11-2_1970.jpg ",1.0
"47/nm0000047_rm1539480320_1934-9-20_2002.jpg ",0.0
"44/nm0000044_rm2110508032_1913-11-2_1970.jpg ",1.0
"47/nm0000047_rm1556257536_1934-9-20_2002.jpg ",0.0
"44/nm0000044_rm2127285248_1913-11-2_1970.jpg ",1.0
"47/nm0000047_rm1563073280_1934-9-20_2002.jpg ",0.0
"44/nm0000044_rm2147845120_1913-11-2_1962.jpg ",1.0
"47/nm0000047_rm1564462592_1934-9-20_2014.jpg ",0.0
"44/nm0000044_rm2164622336_1913-11-2_1962.jpg ",1.0
"47/nm0000047_rm1579850496_1934-9-20_2002.jpg ",0.0
"44/nm0000044_rm2181399552_1913-11-2_1962.jpg ",1.0
"47/nm0000047_rm1581239808_1934-9-20_2014.jpg ",0.0
"44/nm0000044_rm2198176768_1913-11-2_1962.jpg ",1.0
"47/nm0000047_rm1589811968_1934-9-20_2002.jpg ",0.0
"44/nm0000044_rm2214953984_1913-11-2_1962.jpg ",1.0
"47/nm0000047_rm1596627712_1934-9-20_2002.jpg ",0.0
"44/nm0000044_rm2298840064_1913-11-2_1962.jpg ",1.0
"47/nm0000047_rm1598017024_1934-9-20_2014.jpg ",0.0
"44/nm0000044_rm2315617280_1913-11-2_1962.jpg ",1.0
